1,upload,251478729,0.008411136344520145,0.01682227268904029,0.05046681806712087,1248,1304.866640880704,Gamma,38,2,3,7790920,154761.83324472606,Alpha
1,upload,251478729,0.008411136344520145,0.01682227268904029,0.05046681806712087,1248,1304.866640880704,Gamma,134,10,12,33670104,621071.7335177362,Beta
1,download,251478729,0.008411136344520145,0.01682227268904029,0.05046681806712087,1248,1304.866640880704,Gamma,38,2,3,7790920,154761.83324472606,Alpha
1,download,251478729,0.008411136344520145,0.01682227268904029,0.05046681806712087,1248,1304.866640880704,Gamma,134,10,12,33670104,621071.7335177362,Beta
1,download,251478729,0.008411136344520145,0.01682227268904029,0.05046681806712087,1248,1304.866640880704,Gamma,134,10,12,33670104,621071.7335177362,Beta
1,download,251478729,0.008411136344520145,0.01682227268904029,0.05046681806712087,1248,1304.866640880704,Gamma,134,10,12,33670104,621071.7335177362,Beta
2,download,386008757,0.0,0.004205568172260072,0.0,0,0.0,null,38,2,3,7790920,154761.83324472606,Alpha
3,upload,2243532154,0.008411136344520145,0.008411136344520145,0.012616704516780217,36,23.533333778381348,Gamma,185,4,7,20247384,314153.81664669514,Beta
3,upload,2243532154,0.008411136344520145,0.008411136344520145,0.012616704516780217,36,23.533333778381348,Gamma,299,4,21,5777280,227799.00031396002,Gamma
3,download,2243532154,0.008411136344520145,0.008411136344520145,0.012616704516780217,36,23.533333778381348,Gamma,185,4,7,20247384,314153.81664669514,Beta
3,download,2243532154,0.008411136344520145,0.008411136344520145,0.012616704516780217,36,23.533333778381348,Gamma,299,4,21,5777280,227799.00031396002,Gamma
4,upload,191780822,0.004205568172260072,0.004205568172260072,0.008411136344520145,12,7.433333531022072,Gamma,201,3,14,2462290,161309.08303236216,Gamma
4,download,191780822,0.004205568172260072,0.004205568172260072,0.008411136344520145,12,7.433333531022072,Gamma,201,3,14,2462290,161309.08303236216,Gamma
5,download,206426766,0.0,0.004205568172260072,0.0,0,0.0,null,201,3,14,2462290,161309.08303236216,Gamma
6,upload,290023231,0.008411136344520145,0.0,1.2616704516780217,270000,35437.86659669876,Alpha,330,2,2,8456427,117043.1333695054,Alpha
6,upload,290023231,0.008411136344520145,0.0,1.2616704516780217,270000,35437.86659669876,Alpha,190,4,8,513588,46640.91661004722,Gamma
7,download,1647753521,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
8,download,2375956322,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
9,download,2695838331,0.0,0.01682227268904029,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
9,download,2695838331,0.0,0.01682227268904029,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
9,download,2695838331,0.0,0.01682227268904029,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
9,download,2695838331,0.0,0.01682227268904029,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
10,download,354804673,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
11,download,1774211203,0.0,0.012616704516780217,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
11,download,1774211203,0.0,0.012616704516780217,0.0,0,0.0,null,252,8,24,15999456,232859.93355825543,Alpha
11,download,1774211203,0.0,0.012616704516780217,0.0,0,0.0,null,284,2,20,1531020,164303.26697567105,Gamma
12,download,1735012923,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
13,download,1204755702,0.0,0.008411136344520145,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
13,download,1204755702,0.0,0.008411136344520145,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
14,download,2265713417,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
15,download,2901827932,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
16,download,1311324190,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
17,download,1424217960,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
18,download,50460963,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
19,download,2284731610,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
20,download,2247637050,0.0,0.025233409033560434,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
20,download,2247637050,0.0,0.025233409033560434,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
20,download,2247637050,0.0,0.025233409033560434,0.0,0,0.0,null,190,4,8,513588,46640.91661004722,Gamma
20,download,2247637050,0.0,0.025233409033560434,0.0,0,0.0,null,190,4,8,513588,46640.91661004722,Gamma
20,download,2247637050,0.0,0.025233409033560434,0.0,0,0.0,null,23,6,12,33670104,621071.7335177362,Beta
20,download,2247637050,0.0,0.025233409033560434,0.0,0,0.0,null,249,7,19,12072698,184549.45004862547,Alpha
21,download,2179060534,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
22,download,329694707,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
23,download,542360883,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
24,download,2374232490,0.0,0.008411136344520145,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
24,download,2374232490,0.0,0.008411136344520145,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
25,download,637991974,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
26,download,2292329140,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
27,download,1285173707,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
28,download,2895241984,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
29,download,2030525656,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
30,download,2218936956,0.0,0.008411136344520145,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
30,download,2218936956,0.0,0.008411136344520145,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
31,download,277618638,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
32,download,1970582450,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
33,download,196162318,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
34,download,23492835,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
35,download,1771189825,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
36,download,1203995940,0.0,0.008411136344520145,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
36,download,1203995940,0.0,0.008411136344520145,0.0,0,0.0,null,23,6,12,33670104,621071.7335177362,Beta
37,download,1219101471,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
38,download,2354922736,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
39,download,527403652,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
40,download,917582088,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
41,download,1536553645,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
42,download,2045657386,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
43,download,2395279537,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
44,download,535842985,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
45,download,2310891168,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
46,download,307730284,0.0,0.008411136344520145,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
46,download,307730284,0.0,0.008411136344520145,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
47,download,1345882581,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
48,download,2154954562,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
49,download,1838335218,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
50,download,2322342769,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
51,download,2031336323,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
52,download,2735337608,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
53,download,1541909404,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
54,download,368341311,0.0,0.008411136344520145,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
54,download,368341311,0.0,0.008411136344520145,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
55,download,1484461444,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
56,download,1951778488,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
57,download,2201257657,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
58,download,34779285,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
59,download,1937501790,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
60,download,1115532837,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
61,download,2171943463,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
62,download,1505100182,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
63,download,279910471,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
64,download,1046659777,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
65,download,514633508,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
66,download,2336843191,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
67,download,240673878,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
68,download,2909568854,0.0,0.008411136344520145,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
68,download,2909568854,0.0,0.008411136344520145,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
69,download,670060728,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
70,download,1469327475,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
71,download,2894523390,0.0,0.008411136344520145,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
71,download,2894523390,0.0,0.008411136344520145,0.0,0,0.0,null,23,6,12,33670104,621071.7335177362,Beta
72,download,2265770743,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
73,download,226933335,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
74,download,2093749891,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
75,download,2346091219,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
76,download,449177354,0.0,0.01682227268904029,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
76,download,449177354,0.0,0.01682227268904029,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
76,download,449177354,0.0,0.01682227268904029,0.0,0,0.0,null,23,6,12,33670104,621071.7335177362,Beta
76,download,449177354,0.0,0.01682227268904029,0.0,0,0.0,null,249,7,19,12072698,184549.45004862547,Alpha
77,download,1487396796,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
78,download,421427768,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
79,download,308108735,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
80,download,505058030,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
81,download,968607977,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
82,download,184789583,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
83,download,302536573,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
84,download,2917560640,0.0,0.004205568172260072,0.0,0,0.0,null,330,2,2,8456427,117043.1333695054,Alpha
